jvm;options;iteration;exitcode;duration;DRAM;CPU
11.0.10.j9-adpt;default;4;0;21387833;303387295;1344477638
11.0.10.hs-adpt;default;4;0;19763041;284619459;1207894125
8.0.292.j9-adpt;default;4;0;18212763;258953418;1141174875
8.0.292.hs-adpt;default;4;0;19977632;280677016;1189252815
8.0.282.j9-adpt;default;4;0;20148720;285795998;1264522703
8.0.282.hs-adpt;default;4;0;20049403;282349626;1190898074
11.0.9.4-albba;default;4;0;20049200;282134892;1189606146
8.5.5-albba;default;4;0;20908708;297757140;1277266933
16.0.1.9.1-amzn;default;4;0;18045068;256102890;1112213584
16.0.0.36.1-amzn;default;4;0;19195577;272772975;1186227737
15.0.2.7.1-amzn;default;4;0;19151748;268027175;1163091078
11.0.11.9.1-amzn;default;4;0;19879714;277576976;1199796795
11.0.10.9.1-amzn;default;4;0;19709763;277760882;1183697287
8.292.10.1-amzn;default;4;0;21657736;303983690;1268460131
8.282.08.1-amzn;default;4;0;20304854;284585983;1191270753
16.0.0-zulu;default;4;0;19010075;267922126;1171890066
16.0.0.fx-zulu;default;4;0;17997360;253600744;1104065350
15.0.2.fx-zulu;default;4;0;19180495;276328924;1169590391
11.0.11-zulu;default;4;0;19615451;273407726;1176697244
11.0.10-zulu;default;4;0;19941057;278858703;1189863104
11.0.10.fx-zulu;default;4;0;19538859;275242578;1170351923
8.0.292-zulu;default;4;0;21253879;300747509;1264329099
8.0.282-zulu;default;4;0;20186379;283602574;1195789908
8.0.282.fx-zulu;default;4;0;21602554;303003127;1272846717
16.0.1.fx-librca;default;4;0;19216634;272019266;1189546271
16.0.1-librca;default;4;0;19416606;270961836;1173643663
